multipole_ell,TT,EE,BB,PP
ell1893,2.5761900000e+02,1.0947900000e+01,5.7554500000e-02,2.1758200000e-09
ell1894,2.5685800000e+02,1.0971200000e+01,5.7487500000e-02,2.1737000000e-09
ell1895,2.5609900000e+02,1.0994100000e+01,5.7420600000e-02,2.1715800000e-09
ell1896,2.5535800000e+02,1.1016600000e+01,5.7354000000e-02,2.1694700000e-09
ell1897,2.5463500000e+02,1.1037200000e+01,5.7287500000e-02,2.1673500000e-09
ell1898,2.5391400000e+02,1.1057400000e+01,5.7221200000e-02,2.1652400000e-09
ell1899,2.5321200000e+02,1.1077300000e+01,5.7155000000e-02,2.1631400000e-09
ell1900,2.5251200000e+02,1.1095200000e+01,5.7089000000e-02,2.1610300000e-09
ell1901,2.5183000000e+02,1.1112700000e+01,5.7023300000e-02,2.1589300000e-09
ell1902,2.5116500000e+02,1.1129200000e+01,5.6957700000e-02,2.1568300000e-09
ell1903,2.5050300000e+02,1.1144500000e+01,5.6892200000e-02,2.1547400000e-09
ell1904,2.4987400000e+02,1.1160100000e+01,5.6827000000e-02,2.1526500000e-09
ell1905,2.4922500000e+02,1.1173900000e+01,5.6762000000e-02,2.1505600000e-09
ell1906,2.4860100000e+02,1.1186600000e+01,5.6697100000e-02,2.1484700000e-09
ell1907,2.4799500000e+02,1.1199700000e+01,5.6632500000e-02,2.1463900000e-09
ell1908,2.4739900000e+02,1.1211000000e+01,5.6568100000e-02,2.1443100000e-09
ell1909,2.4680600000e+02,1.1221100000e+01,5.6503800000e-02,2.1422300000e-09
ell1910,2.4623000000e+02,1.1231600000e+01,5.6439800000e-02,2.1401500000e-09
ell1911,2.4567100000e+02,1.1240400000e+01,5.6376000000e-02,2.1380800000e-09
ell1912,2.4512300000e+02,1.1248000000e+01,5.6312300000e-02,2.1360100000e-09
ell1913,2.4459300000e+02,1.1254500000e+01,5.6248900000e-02,2.1339400000e-09
ell1914,2.4406500000e+02,1.1260000000e+01,5.6185700000e-02,2.1318800000e-09
ell1915,2.4355400000e+02,1.1265100000e+01,5.6122800000e-02,2.1298200000e-09
ell1916,2.4304700000e+02,1.1269100000e+01,5.6060000000e-02,2.1277600000e-09
ell1917,2.4256400000e+02,1.1271400000e+01,5.5997500000e-02,2.1257000000e-09
ell1918,2.4208400000e+02,1.1274000000e+01,5.5935200000e-02,2.1236500000e-09
ell1919,2.4162200000e+02,1.1274800000e+01,5.5873100000e-02,2.1216000000e-09
ell1920,2.4117000000e+02,1.1274600000e+01,5.5811200000e-02,2.1195500000e-09
ell1921,2.4072000000e+02,1.1274000000e+01,5.5749500000e-02,2.1175100000e-09
ell1922,2.4029600000e+02,1.1271600000e+01,5.5688100000e-02,2.1154700000e-09
ell1923,2.3987500000e+02,1.1269000000e+01,5.5626900000e-02,2.1134300000e-09
ell1924,2.3945600000e+02,1.1265200000e+01,5.5565900000e-02,2.1113900000e-09
ell1925,2.3907000000e+02,1.1259600000e+01,5.5505200000e-02,2.1093600000e-09
ell1926,2.3868000000e+02,1.1254500000e+01,5.5444700000e-02,2.1073300000e-09
ell1927,2.3829200000e+02,1.1248300000e+01,5.5384400000e-02,2.1053000000e-09
ell1928,2.3793800000e+02,1.1241000000e+01,5.5324300000e-02,2.1032700000e-09
ell1929,2.3757900000e+02,1.1232700000e+01,5.5264500000e-02,2.1012500000e-09
ell1930,2.3723700000e+02,1.1223300000e+01,5.5204900000e-02,2.0992300000e-09
ell1931,2.3691400000e+02,1.1212100000e+01,5.5145600000e-02,2.0972100000e-09
ell1932,2.3659400000e+02,1.1201300000e+01,5.5086500000e-02,2.0952000000e-09
ell1933,2.3628400000e+02,1.1188700000e+01,5.5027600000e-02,2.0931900000e-09
ell1934,2.3598500000e+02,1.1175800000e+01,5.4969000000e-02,2.0911800000e-09
ell1935,2.3569700000e+02,1.1161100000e+01,5.4910500000e-02,2.0891700000e-09
ell1936,2.3541900000e+02,1.1146800000e+01,5.4852400000e-02,2.0871700000e-09
ell1937,2.3514500000e+02,1.1129200000e+01,5.4794400000e-02,2.0851700000e-09
ell1938,2.3488900000e+02,1.1112800000e+01,5.4736700000e-02,2.0831700000e-09
ell1939,2.3464400000e+02,1.1094500000e+01,5.4679300000e-02,2.0811700000e-09
ell1940,2.3440300000e+02,1.1075900000e+01,5.4622000000e-02,2.0791800000e-09
ell1941,2.3417900000e+02,1.1056300000e+01,5.4565000000e-02,2.0771900000e-09
ell1942,2.3395200000e+02,1.1035500000e+01,5.4508300000e-02,2.0752000000e-09
ell1943,2.3374400000e+02,1.1014400000e+01,5.4451800000e-02,2.0732100000e-09
ell1944,2.3354700000e+02,1.0990700000e+01,5.4395500000e-02,2.0712300000e-09
ell1945,2.3334600000e+02,1.0968200000e+01,5.4339400000e-02,2.0692500000e-09
ell1946,2.3316400000e+02,1.0943900000e+01,5.4283600000e-02,2.0672700000e-09
ell1947,2.3297800000e+02,1.0919100000e+01,5.4228100000e-02,2.0653000000e-09
ell1948,2.3281900000e+02,1.0893300000e+01,5.4172700000e-02,2.0633300000e-09
ell1949,2.3265600000e+02,1.0865700000e+01,5.4117600000e-02,2.0613600000e-09
ell1950,2.3250500000e+02,1.0838400000e+01,5.4062700000e-02,2.0593900000e-09
ell1951,2.3236500000e+02,1.0810700000e+01,5.4008100000e-02,2.0574300000e-09
ell1952,2.3223000000e+02,1.0780500000e+01,5.3953700000e-02,2.0554700000e-09
ell1953,2.3210600000e+02,1.0750600000e+01,5.3899500000e-02,2.0535100000e-09
ell1954,2.3198700000e+02,1.0719600000e+01,5.3845600000e-02,2.0515500000e-09
ell1955,2.3187200000e+02,1.0688200000e+01,5.3791800000e-02,2.0496000000e-09
ell1956,2.3176200000e+02,1.0655700000e+01,5.3738300000e-02,2.0476400000e-09
ell1957,2.3169400000e+02,1.0622000000e+01,5.3685100000e-02,2.0457000000e-09
ell1958,2.3157800000e+02,1.0588000000e+01,5.3632000000e-02,2.0437500000e-09
ell1959,2.3149700000e+02,1.0552800000e+01,5.3579200000e-02,2.0418100000e-09
ell1960,2.3141300000e+02,1.0517900000e+01,5.3526600000e-02,2.0398600000e-09
ell1961,2.3134100000e+02,1.0481900000e+01,5.3474200000e-02,2.0379300000e-09
ell1962,2.3127500000e+02,1.0445500000e+01,5.3422100000e-02,2.0359900000e-09
ell1963,2.3121300000e+02,1.0408000000e+01,5.3370100000e-02,2.0340600000e-09
ell1964,2.3115700000e+02,1.0370000000e+01,5.3318400000e-02,2.0321300000e-09
ell1965,2.3111300000e+02,1.0330800000e+01,5.3266900000e-02,2.0302000000e-09
ell1966,2.3106700000e+02,1.0290400000e+01,5.3215600000e-02,2.0282700000e-09
ell1967,2.3103400000e+02,1.0250400000e+01,5.3164500000e-02,2.0263500000e-09
ell1968,2.3099100000e+02,1.0209200000e+01,5.3113600000e-02,2.0244300000e-09
ell1969,2.3096900000e+02,1.0167500000e+01,5.3062900000e-02,2.0225100000e-09
ell1970,2.3093800000e+02,1.0126900000e+01,5.3012400000e-02,2.0205900000e-09
ell1971,2.3092000000e+02,1.0084300000e+01,5.2962100000e-02,2.0186800000e-09
ell1972,2.3090000000e+02,1.0040400000e+01,5.2912000000e-02,2.0167700000e-09
ell1973,2.3088600000e+02,9.9976500000e+00,5.2862100000e-02,2.0148600000e-09
ell1974,2.3088500000e+02,9.9528900000e+00,5.2812400000e-02,2.0129600000e-09
ell1975,2.3087600000e+02,9.9083900000e+00,5.2762900000e-02,2.0110500000e-09
ell1976,2.3087300000e+02,9.8626400000e+00,5.2713600000e-02,2.0091500000e-09
ell1977,2.3087600000e+02,9.8171500000e+00,5.2664400000e-02,2.0072500000e-09
ell1978,2.3087700000e+02,9.7711400000e+00,5.2615500000e-02,2.0053600000e-09
ell1979,2.3088600000e+02,9.7246200000e+00,5.2566700000e-02,2.0034600000e-09
ell1980,2.3090100000e+02,9.6775900000e+00,5.2518100000e-02,2.0015700000e-09
ell1981,2.3090700000e+02,9.6300200000e+00,5.2469600000e-02,1.9996800000e-09
ell1982,2.3092000000e+02,9.5819200000e+00,5.2421300000e-02,1.9978000000e-09
ell1983,2.3094000000e+02,9.5332800000e+00,5.2373200000e-02,1.9959100000e-09
ell1984,2.3096000000e+02,9.4848400000e+00,5.2325300000e-02,1.9940300000e-09
ell1985,2.3098600000e+02,9.4351000000e+00,5.2277500000e-02,1.9921500000e-09
ell1986,2.3100500000e+02,9.3855400000e+00,5.2229900000e-02,1.9902800000e-09
ell1987,2.3102300000e+02,9.3361500000e+00,5.2182400000e-02,1.9884000000e-09
ell1988,2.3104800000e+02,9.2861800000e+00,5.2135000000e-02,1.9865300000e-09
ell1989,2.3107400000e+02,9.2363800000e+00,5.2087800000e-02,1.9846600000e-09
ell1990,2.3110700000e+02,9.1859800000e+00,5.2040800000e-02,1.9828000000e-09
ell1991,2.3112500000e+02,9.1342400000e+00,5.1993900000e-02,1.9809300000e-09
ell1992,2.3114300000e+02,9.0833800000e+00,5.1947100000e-02,1.9790700000e-09
ell1993,2.3116900000e+02,9.0326400000e+00,5.1900500000e-02,1.9772100000e-09
ell1994,2.3119500000e+02,8.9805500000e+00,5.1853900000e-02,1.9753600000e-09
ell1995,2.3122900000e+02,8.9285600000e+00,5.1807500000e-02,1.9735000000e-09
ell1996,2.3124800000e+02,8.8759400000e+00,5.1761300000e-02,1.9716500000e-09
ell1997,2.3126800000e+02,8.8234200000e+00,5.1715100000e-02,1.9698000000e-09
ell1998,2.3129600000e+02,8.7717200000e+00,5.1669100000e-02,1.9679500000e-09
ell1999,2.3131800000e+02,8.7186300000e+00,5.1623200000e-02,1.9661100000e-09
ell2000,2.3133300000e+02,8.6663500000e+00,5.1577300000e-02,1.9642600000e-09
ell2001,2.3135600000e+02,8.6141400000e+00,5.1531600000e-02,1.9624200000e-09
ell2002,2.3137300000e+02,8.5612500000e+00,5.1486000000e-02,1.9605900000e-09
ell2003,2.3139100000e+02,8.5084000000e+00,5.1440500000e-02,1.9587500000e-09
ell2004,2.3141000000e+02,8.4556000000e+00,5.1395100000e-02,1.9569200000e-09
ell2005,2.3141500000e+02,8.4021000000e+00,5.1349700000e-02,1.9550900000e-09
ell2006,2.3142900000e+02,8.3501100000e+00,5.1304500000e-02,1.9532600000e-09
ell2007,2.3143000000e+02,8.2966500000e+00,5.1259300000e-02,1.9514300000e-09
ell2008,2.3143900000e+02,8.2432100000e+00,5.1214200000e-02,1.9496100000e-09
ell2009,2.3144300000e+02,8.1905100000e+00,5.1169200000e-02,1.9477900000e-09
ell2010,2.3143400000e+02,8.1378200000e+00,5.1124300000e-02,1.9459700000e-09
ell2011,2.3143300000e+02,8.0843700000e+00,5.1079400000e-02,1.9441500000e-09
ell2012,2.3142700000e+02,8.0316500000e+00,5.1034600000e-02,1.9423400000e-09
ell2013,2.3140800000e+02,7.9781600000e+00,5.0989900000e-02,1.9405200000e-09
ell2014,2.3139800000e+02,7.9261200000e+00,5.0945200000e-02,1.9387100000e-09
ell2015,2.3138300000e+02,7.8733100000e+00,5.0900600000e-02,1.9369100000e-09
ell2016,2.3137000000e+02,7.8211900000e+00,5.0856100000e-02,1.9351000000e-09
ell2017,2.3133600000e+02,7.7690100000e+00,5.0811600000e-02,1.9333000000e-09
ell2018,2.3130500000e+02,7.7169300000e+00,5.0767100000e-02,1.9315000000e-09
ell2019,2.3126900000e+02,7.6649200000e+00,5.0722700000e-02,1.9297000000e-09
ell2020,2.3123500000e+02,7.6129800000e+00,5.0678300000e-02,1.9279000000e-09
ell2021,2.3119600000e+02,7.5617100000e+00,5.0634000000e-02,1.9261100000e-09
ell2022,2.3114400000e+02,7.5105000000e+00,5.0589700000e-02,1.9243200000e-09
ell2023,2.3108800000e+02,7.4594800000e+00,5.0545400000e-02,1.9225300000e-09
ell2024,2.3103400000e+02,7.4086600000e+00,5.0501100000e-02,1.9207400000e-09
ell2025,2.3096100000e+02,7.3581000000e+00,5.0456900000e-02,1.9189600000e-09
ell2026,2.3089800000e+02,7.3077900000e+00,5.0412700000e-02,1.9171700000e-09
ell2027,2.3083000000e+02,7.2578800000e+00,5.0368500000e-02,1.9153900000e-09
ell2028,2.3074300000e+02,7.2082100000e+00,5.0324400000e-02,1.9136200000e-09
ell2029,2.3066500000e+02,7.1588500000e+00,5.0280200000e-02,1.9118400000e-09
ell2030,2.3056900000e+02,7.1097900000e+00,5.0236100000e-02,1.9100700000e-09
ell2031,2.3046800000e+02,7.0611000000e+00,5.0191900000e-02,1.9083000000e-09
ell2032,2.3037100000e+02,7.0127000000e+00,5.0147800000e-02,1.9065300000e-09
ell2033,2.3026100000e+02,6.9648000000e+00,5.0103700000e-02,1.9047600000e-09
ell2034,2.3015500000e+02,6.9172600000e+00,5.0059500000e-02,1.9030000000e-09
ell2035,2.3002900000e+02,6.8700500000e+00,5.0015400000e-02,1.9012300000e-09
ell2036,2.2990000000e+02,6.8232700000e+00,4.9971200000e-02,1.8994700000e-09
ell2037,2.2977300000e+02,6.7769600000e+00,4.9927100000e-02,1.8977100000e-09
ell2038,2.2962100000e+02,6.7309800000e+00,4.9882900000e-02,1.8959600000e-09
ell2039,2.2947900000e+02,6.6855500000e+00,4.9838700000e-02,1.8942100000e-09
ell2040,2.2933300000e+02,6.6405000000e+00,4.9794500000e-02,1.8924500000e-09
ell2041,2.2916800000e+02,6.5958400000e+00,4.9750300000e-02,1.8907100000e-09
ell2042,2.2900700000e+02,6.5517800000e+00,4.9706000000e-02,1.8889600000e-09
ell2043,2.2882700000e+02,6.5081700000e+00,4.9661700000e-02,1.8872100000e-09
ell2044,2.2865800000e+02,6.4650100000e+00,4.9617400000e-02,1.8854700000e-09
ell2045,2.2847000000e+02,6.4223500000e+00,4.9573000000e-02,1.8837300000e-09
ell2046,2.2828600000e+02,6.3802100000e+00,4.9528600000e-02,1.8819900000e-09
ell2047,2.2808400000e+02,6.3385600000e+00,4.9484200000e-02,1.8802600000e-09
ell2048,2.2787700000e+02,6.2974900000e+00,4.9439700000e-02,1.8785200000e-09
ell2049,2.2766700000e+02,6.2569900000e+00,4.9395200000e-02,1.8767900000e-09
ell2050,2.2744600000e+02,6.2169700000e+00,4.9350600000e-02,1.8750600000e-09
ell2051,2.2720600000e+02,6.1775200000e+00,4.9306000000e-02,1.8733400000e-09
ell2052,2.2697800000e+02,6.1386900000e+00,4.9261300000e-02,1.8716100000e-09
ell2053,2.2673100000e+02,6.1004200000e+00,4.9216600000e-02,1.8698900000e-09
ell2054,2.2648000000e+02,6.0626900000e+00,4.9171800000e-02,1.8681700000e-09
ell2055,2.2621800000e+02,6.0254900000e+00,4.9127000000e-02,1.8664500000e-09
ell2056,2.2595300000e+02,5.9889900000e+00,4.9082100000e-02,1.8647300000e-09
ell2057,2.2568500000e+02,5.9530900000e+00,4.9037100000e-02,1.8630200000e-09
ell2058,2.2540500000e+02,5.9177200000e+00,4.8992000000e-02,1.8613100000e-09
ell2059,2.2512200000e+02,5.8830300000e+00,4.8946900000e-02,1.8596000000e-09
ell2060,2.2482800000e+02,5.8487700000e+00,4.8901800000e-02,1.8578900000e-09
ell2061,2.2453100000e+02,5.8152600000e+00,4.8856500000e-02,1.8561800000e-09
ell2062,2.2422200000e+02,5.7824200000e+00,4.8811200000e-02,1.8544800000e-09
ell2063,2.2391100000e+02,5.7501500000e+00,4.8765800000e-02,1.8527800000e-09
ell2064,2.2358100000e+02,5.7185500000e+00,4.8720300000e-02,1.8510800000e-09
ell2065,2.2324700000e+02,5.6875900000e+00,4.8674800000e-02,1.8493800000e-09
ell2066,2.2291700000e+02,5.6572900000e+00,4.8629100000e-02,1.8476900000e-09
ell2067,2.2257000000e+02,5.6275600000e+00,4.8583400000e-02,1.8459900000e-09
ell2068,2.2221100000e+02,5.5984800000e+00,4.8537600000e-02,1.8443000000e-09
ell2069,2.2185600000e+02,5.5701100000e+00,4.8491700000e-02,1.8426100000e-09
ell2070,2.2148300000e+02,5.5423800000e+00,4.8445700000e-02,1.8409300000e-09
ell2071,2.2110600000e+02,5.5152900000e+00,4.8399600000e-02,1.8392400000e-09
ell2072,2.2072600000e+02,5.4889200000e+00,4.8353500000e-02,1.8375600000e-09
ell2073,2.2033600000e+02,5.4631700000e+00,4.8307200000e-02,1.8358800000e-09
ell2074,2.1994100000e+02,5.4380600000e+00,4.8260900000e-02,1.8342000000e-09
ell2075,2.1953600000e+02,5.4135900000e+00,4.8214400000e-02,1.8325200000e-09
ell2076,2.1911900000e+02,5.3898200000e+00,4.8167900000e-02,1.8308500000e-09
ell2077,2.1870700000e+02,5.3667500000e+00,4.8121300000e-02,1.8291800000e-09
ell2078,2.1828300000e+02,5.3443100000e+00,4.8074500000e-02,1.8275100000e-09
ell2079,2.1783400000e+02,5.3225700000e+00,4.8027700000e-02,1.8258400000e-09
ell2080,2.1740300000e+02,5.3014600000e+00,4.7980800000e-02,1.8241700000e-09
ell2081,2.1695400000e+02,5.2811300000e+00,4.7933700000e-02,1.8225100000e-09
ell2082,2.1650100000e+02,5.2613400000e+00,4.7886600000e-02,1.8208500000e-09
ell2083,2.1604500000e+02,5.2422600000e+00,4.7839400000e-02,1.8191900000e-09
ell2084,2.1556900000e+02,5.2239500000e+00,4.7792100000e-02,1.8175300000e-09
ell2085,2.1510500000e+02,5.2062000000e+00,4.7744600000e-02,1.8158700000e-09
ell2086,2.1462300000e+02,5.1891400000e+00,4.7697100000e-02,1.8142200000e-09
ell2087,2.1413600000e+02,5.1727900000e+00,4.7649500000e-02,1.8125700000e-09
ell2088,2.1363800000e+02,5.1570700000e+00,4.7601700000e-02,1.8109200000e-09
ell2089,2.1314400000e+02,5.1420400000e+00,4.7553900000e-02,1.8092700000e-09
ell2090,2.1263100000e+02,5.1276500000e+00,4.7505900000e-02,1.8076300000e-09
ell2091,2.1212800000e+02,5.1139600000e+00,4.7457900000e-02,1.8059800000e-09
ell2092,2.1160700000e+02,5.1008300000e+00,4.7409700000e-02,1.8043400000e-09
ell2093,2.1107500000e+02,5.0884100000e+00,4.7361500000e-02,1.8027000000e-09
ell2094,2.1054600000e+02,5.0766900000e+00,4.7313100000e-02,1.8010600000e-09
ell2095,2.1001200000e+02,5.0655400000e+00,4.7264700000e-02,1.7994300000e-09
ell2096,2.0946700000e+02,5.0551700000e+00,4.7216100000e-02,1.7977900000e-09
ell2097,2.0891800000e+02,5.0452900000e+00,4.7167500000e-02,1.7961600000e-09
ell2098,2.0836400000e+02,5.0361300000e+00,4.7118700000e-02,1.7945300000e-09
ell2099,2.0780600000e+02,5.0275400000e+00,4.7069800000e-02,1.7929100000e-09
ell2100,2.0724400000e+02,5.0197400000e+00,4.7020900000e-02,1.7912800000e-09
ell2101,2.0667000000e+02,5.0124500000e+00,4.6971800000e-02,1.7896600000e-09
ell2102,2.0609200000e+02,5.0058000000e+00,4.6922600000e-02,1.7880400000e-09
ell2103,2.0550900000e+02,4.9997300000e+00,4.6873300000e-02,1.7864200000e-09
ell2104,2.0492800000e+02,4.9943100000e+00,4.6824000000e-02,1.7848000000e-09
ell2105,2.0432900000e+02,4.9894100000e+00,4.6774500000e-02,1.7831800000e-09
ell2106,2.0373200000e+02,4.9852300000e+00,4.6725000000e-02,1.7815700000e-09
ell2107,2.0313000000e+02,4.9815700000e+00,4.6675300000e-02,1.7799600000e-09
ell2108,2.0251600000e+02,4.9785000000e+00,4.6625500000e-02,1.7783500000e-09
ell2109,2.0191300000e+02,4.9760200000e+00,4.6575700000e-02,1.7767400000e-09
ell2110,2.0129700000e+02,4.9741300000e+00,4.6525700000e-02,1.7751300000e-09
ell2111,2.0067600000e+02,4.9727000000e+00,4.6475700000e-02,1.7735300000e-09
ell2112,2.0005000000e+02,4.9719400000e+00,4.6425600000e-02,1.7719300000e-09
ell2113,1.9941900000e+02,4.9715600000e+00,4.6375400000e-02,1.7703300000e-09
ell2114,1.9879100000e+02,4.9717900000e+00,4.6325000000e-02,1.7687300000e-09
ell2115,1.9815000000e+02,4.9726300000e+00,4.6274600000e-02,1.7671300000e-09
ell2116,1.9751800000e+02,4.9740800000e+00,4.6224200000e-02,1.7655400000e-09
ell2117,1.9687400000e+02,4.9762300000e+00,4.6173600000e-02,1.7639500000e-09
ell2118,1.9622500000e+02,4.9785500000e+00,4.6122900000e-02,1.7623600000e-09
ell2119,1.9557800000e+02,4.9815000000e+00,4.6072200000e-02,1.7607700000e-09
ell2120,1.9491700000e+02,4.9848600000e+00,4.6021400000e-02,1.7591800000e-09
ell2121,1.9425900000e+02,4.9888500000e+00,4.5970400000e-02,1.7576000000e-09
ell2122,1.9359600000e+02,4.9931800000e+00,4.5919500000e-02,1.7560100000e-09
ell2123,1.9293400000e+02,4.9980100000e+00,4.5868400000e-02,1.7544300000e-09
ell2124,1.9227300000e+02,5.0032600000e+00,4.5817200000e-02,1.7528600000e-09
ell2125,1.9160000000e+02,5.0090800000e+00,4.5766000000e-02,1.7512800000e-09
ell2126,1.9093600000e+02,5.0151200000e+00,4.5714700000e-02,1.7497000000e-09
ell2127,1.9025800000e+02,5.0218200000e+00,4.5663400000e-02,1.7481300000e-09
ell2128,1.8958900000e+02,5.0288100000e+00,4.5611900000e-02,1.7465600000e-09
ell2129,1.8890700000e+02,5.0361700000e+00,4.5560400000e-02,1.7449900000e-09
ell2130,1.8822600000e+02,5.0439800000e+00,4.5508900000e-02,1.7434200000e-09
ell2131,1.8754700000e+02,5.0523300000e+00,4.5457200000e-02,1.7418600000e-09
ell2132,1.8686800000e+02,5.0609100000e+00,4.5405500000e-02,1.7402900000e-09
ell2133,1.8618400000e+02,5.0699700000e+00,4.5353700000e-02,1.7387300000e-09
ell2134,1.8550000000e+02,5.0793400000e+00,4.5301900000e-02,1.7371700000e-09
ell2135,1.8481000000e+02,5.0891200000e+00,4.5250000000e-02,1.7356100000e-09
ell2136,1.8412100000e+02,5.0990900000e+00,4.5198100000e-02,1.7340600000e-09
ell2137,1.8343300000e+02,5.1095400000e+00,4.5146100000e-02,1.7325000000e-09
ell2138,1.8273800000e+02,5.1202700000e+00,4.5094000000e-02,1.7309500000e-09
ell2139,1.8205100000e+02,5.1313500000e+00,4.5041900000e-02,1.7294000000e-09
ell2140,1.8135700000e+02,5.1427100000e+00,4.4989700000e-02,1.7278500000e-09
ell2141,1.8067200000e+02,5.1542100000e+00,4.4937500000e-02,1.7263100000e-09
ell2142,1.7997200000e+02,5.1661500000e+00,4.4885300000e-02,1.7247600000e-09
ell2143,1.7927200000e+02,5.1783200000e+00,4.4832900000e-02,1.7232200000e-09
ell2144,1.7857300000e+02,5.1907100000e+00,4.4780600000e-02,1.7216800000e-09
ell2145,1.7788100000e+02,5.2034300000e+00,4.4728200000e-02,1.7201400000e-09
ell2146,1.7718200000e+02,5.2163000000e+00,4.4675800000e-02,1.7186000000e-09
ell2147,1.7648400000e+02,5.2294300000e+00,4.4623300000e-02,1.7170600000e-09
ell2148,1.7580000000e+02,5.2428900000e+00,4.4570800000e-02,1.7155300000e-09
ell2149,1.7510900000e+02,5.2565400000e+00,4.4518300000e-02,1.7140000000e-09
ell2150,1.7441000000e+02,5.2703000000e+00,4.4465700000e-02,1.7124700000e-09
ell2151,1.7371900000e+02,5.2842600000e+00,4.4413100000e-02,1.7109400000e-09
ell2152,1.7302700000e+02,5.2984300000e+00,4.4360500000e-02,1.7094100000e-09
ell2153,1.7233500000e+02,5.3127300000e+00,4.4307900000e-02,1.7078900000e-09
ell2154,1.7164300000e+02,5.3271800000e+00,4.4255200000e-02,1.7063700000e-09
ell2155,1.7095700000e+02,5.3417800000e+00,4.4202500000e-02,1.7048400000e-09
ell2156,1.7027100000e+02,5.3565300000e+00,4.4149800000e-02,1.7033200000e-09
ell2157,1.6958500000e+02,5.3713700000e+00,4.4097100000e-02,1.7018100000e-09
ell2158,1.6890500000e+02,5.3863800000e+00,4.4044300000e-02,1.7002900000e-09
ell2159,1.6821800000e+02,5.4014800000e+00,4.3991600000e-02,1.6987800000e-09
ell2160,1.6753700000e+02,5.4166200000e+00,4.3938800000e-02,1.6972700000e-09
ell2161,1.6685500000e+02,5.4318600000e+00,4.3886100000e-02,1.6957600000e-09
ell2162,1.6618000000e+02,5.4472300000e+00,4.3833300000e-02,1.6942500000e-09
ell2163,1.6550400000e+02,5.4625600000e+00,4.3780500000e-02,1.6927400000e-09
ell2164,1.6482600000e+02,5.4779600000e+00,4.3727800000e-02,1.6912400000e-09
ell2165,1.6415600000e+02,5.4935600000e+00,4.3675000000e-02,1.6897300000e-09
ell2166,1.6349100000e+02,5.5090000000e+00,4.3622200000e-02,1.6882300000e-09
ell2167,1.6281800000e+02,5.5244500000e+00,4.3569500000e-02,1.6867300000e-09
ell2168,1.6215100000e+02,5.5400500000e+00,4.3516700000e-02,1.6852400000e-09
ell2169,1.6149800000e+02,5.5555100000e+00,4.3464000000e-02,1.6837400000e-09
ell2170,1.6084300000e+02,5.5710600000e+00,4.3411300000e-02,1.6822500000e-09
ell2171,1.6018000000e+02,5.5864800000e+00,4.3358600000e-02,1.6807500000e-09
ell2172,1.5953000000e+02,5.6019300000e+00,4.3305900000e-02,1.6792600000e-09
ell2173,1.5888600000e+02,5.6172700000e+00,4.3253200000e-02,1.6777700000e-09
ell2174,1.5824000000e+02,5.6327200000e+00,4.3200600000e-02,1.6762900000e-09
ell2175,1.5759300000e+02,5.6480000000e+00,4.3148000000e-02,1.6748000000e-09
ell2176,1.5695100000e+02,5.6631000000e+00,4.3095400000e-02,1.6733200000e-09
ell2177,1.5633000000e+02,5.6782600000e+00,4.3042900000e-02,1.6718400000e-09
ell2178,1.5570000000e+02,5.6932600000e+00,4.2990400000e-02,1.6703600000e-09
ell2179,1.5506800000e+02,5.7081800000e+00,4.2937900000e-02,1.6688800000e-09
ell2180,1.5444200000e+02,5.7229500000e+00,4.2885500000e-02,1.6674000000e-09
ell2181,1.5382100000e+02,5.7376400000e+00,4.2833100000e-02,1.6659300000e-09
ell2182,1.5320600000e+02,5.7522000000e+00,4.2780700000e-02,1.6644600000e-09
ell2183,1.5258900000e+02,5.7666300000e+00,4.2728400000e-02,1.6629800000e-09
ell2184,1.5197700000e+02,5.7808500000e+00,4.2676200000e-02,1.6615100000e-09
ell2185,1.5137000000e+02,5.7948800000e+00,4.2624000000e-02,1.6600500000e-09
ell2186,1.5076900000e+02,5.8088600000e+00,4.2571800000e-02,1.6585800000e-09
ell2187,1.5018000000e+02,5.8225900000e+00,4.2519700000e-02,1.6571200000e-09
ell2188,1.4958200000e+02,5.8362000000e+00,4.2467700000e-02,1.6556500000e-09
ell2189,1.4899700000e+02,5.8495600000e+00,4.2415700000e-02,1.6541900000e-09
ell2190,1.4842400000e+02,5.8626800000e+00,4.2363800000e-02,1.6527400000e-09
ell2191,1.4784100000e+02,5.8757000000e+00,4.2312000000e-02,1.6512800000e-09
ell2192,1.4727100000e+02,5.8883400000e+00,4.2260200000e-02,1.6498200000e-09
ell2193,1.4669800000e+02,5.9008200000e+00,4.2208500000e-02,1.6483700000e-09
ell2194,1.4613800000e+02,5.9131400000e+00,4.2156800000e-02,1.6469200000e-09
ell2195,1.4557500000e+02,5.9251700000e+00,4.2105200000e-02,1.6454700000e-09
ell2196,1.4502500000e+02,5.9369000000e+00,4.2053700000e-02,1.6440200000e-09
ell2197,1.4448000000e+02,5.9484200000e+00,4.2002300000e-02,1.6425700000e-09
ell2198,1.4393200000e+02,5.9596600000e+00,4.1951000000e-02,1.6411300000e-09
ell2199,1.4338900000e+02,5.9706100000e+00,4.1899700000e-02,1.6396800000e-09
ell2200,1.4285800000e+02,5.9812900000e+00,4.1848500000e-02,1.6382400000e-09
ell2201,1.4233200000e+02,5.9917600000e+00,4.1797400000e-02,1.6368000000e-09
ell2202,1.4180300000e+02,6.0018200000e+00,4.1746400000e-02,1.6353600000e-09
