multipole_ell,TT,EE,BB,PP
ell0311,3.7043700000e+03,1.1078200000e+01,3.2313100000e-02,3.5613000000e-08
ell0312,3.6705100000e+03,1.1263600000e+01,3.2455900000e-02,3.5479800000e-08
ell0313,3.6366400000e+03,1.1449700000e+01,3.2598000000e-02,3.5347400000e-08
ell0314,3.6028600000e+03,1.1636500000e+01,3.2739400000e-02,3.5215700000e-08
ell0315,3.5691400000e+03,1.1822600000e+01,3.2880000000e-02,3.5084800000e-08
ell0316,3.5355100000e+03,1.2009400000e+01,3.3020000000e-02,3.4954600000e-08
ell0317,3.5019400000e+03,1.2195500000e+01,3.3159400000e-02,3.4825100000e-08
ell0318,3.4684600000e+03,1.2383000000e+01,3.3298000000e-02,3.4696400000e-08
ell0319,3.4351300000e+03,1.2569700000e+01,3.3435900000e-02,3.4568400000e-08
ell0320,3.4019400000e+03,1.2756500000e+01,3.3573200000e-02,3.4441100000e-08
ell0321,3.3688400000e+03,1.2944000000e+01,3.3709800000e-02,3.4314500000e-08
ell0322,3.3358800000e+03,1.3129900000e+01,3.3845800000e-02,3.4188600000e-08
ell0323,3.3030800000e+03,1.3315900000e+01,3.3981100000e-02,3.4063400000e-08
ell0324,3.2704200000e+03,1.3502500000e+01,3.4115700000e-02,3.3939000000e-08
ell0325,3.2380000000e+03,1.3686200000e+01,3.4249700000e-02,3.3815200000e-08
ell0326,3.2056500000e+03,1.3871400000e+01,3.4383100000e-02,3.3692000000e-08
ell0327,3.1735200000e+03,1.4055700000e+01,3.4515900000e-02,3.3569600000e-08
ell0328,3.1416300000e+03,1.4238600000e+01,3.4648000000e-02,3.3447800000e-08
ell0329,3.1098800000e+03,1.4421500000e+01,3.4779600000e-02,3.3326700000e-08
ell0330,3.0783600000e+03,1.4602800000e+01,3.4910500000e-02,3.3206300000e-08
ell0331,3.0471400000e+03,1.4783400000e+01,3.5040900000e-02,3.3086500000e-08
ell0332,3.0160800000e+03,1.4963900000e+01,3.5170800000e-02,3.2967400000e-08
ell0333,2.9852400000e+03,1.5142900000e+01,3.5300000000e-02,3.2848800000e-08
ell0334,2.9547000000e+03,1.5321200000e+01,3.5428800000e-02,3.2731000000e-08
ell0335,2.9243200000e+03,1.5497200000e+01,3.5557000000e-02,3.2613700000e-08
ell0336,2.8942400000e+03,1.5672500000e+01,3.5684800000e-02,3.2497100000e-08
ell0337,2.8644600000e+03,1.5846900000e+01,3.5812000000e-02,3.2381100000e-08
ell0338,2.8349000000e+03,1.6019200000e+01,3.5938800000e-02,3.2265800000e-08
ell0339,2.8057300000e+03,1.6191400000e+01,3.6065100000e-02,3.2151000000e-08
ell0340,2.7767800000e+03,1.6361300000e+01,3.6190900000e-02,3.2036800000e-08
ell0341,2.7480600000e+03,1.6529000000e+01,3.6316400000e-02,3.1923200000e-08
ell0342,2.7197100000e+03,1.6696700000e+01,3.6441400000e-02,3.1810200000e-08
ell0343,2.6916700000e+03,1.6861300000e+01,3.6566100000e-02,3.1697800000e-08
ell0344,2.6640000000e+03,1.7024500000e+01,3.6690400000e-02,3.1586000000e-08
ell0345,2.6365600000e+03,1.7185400000e+01,3.6814400000e-02,3.1474700000e-08
ell0346,2.6095000000e+03,1.7345500000e+01,3.6938000000e-02,3.1364000000e-08
ell0347,2.5827500000e+03,1.7502600000e+01,3.7061300000e-02,3.1253900000e-08
ell0348,2.5563600000e+03,1.7657500000e+01,3.7184400000e-02,3.1144300000e-08
ell0349,2.5302900000e+03,1.7810900000e+01,3.7307200000e-02,3.1035300000e-08
ell0350,2.5045800000e+03,1.7961200000e+01,3.7429700000e-02,3.0926800000e-08
ell0351,2.4794100000e+03,1.8110100000e+01,3.7552000000e-02,3.0818800000e-08
ell0352,2.4543900000e+03,1.8256700000e+01,3.7674200000e-02,3.0711400000e-08
ell0353,2.4298200000e+03,1.8400300000e+01,3.7796100000e-02,3.0604500000e-08
ell0354,2.4055500000e+03,1.8541700000e+01,3.7917900000e-02,3.0498200000e-08
ell0355,2.3817400000e+03,1.8680800000e+01,3.8039600000e-02,3.0392400000e-08
ell0356,2.3583000000e+03,1.8817600000e+01,3.8161100000e-02,3.0287000000e-08
ell0357,2.3352400000e+03,1.8951500000e+01,3.8282600000e-02,3.0182200000e-08
ell0358,2.3126300000e+03,1.9081600000e+01,3.8403900000e-02,3.0078000000e-08
ell0359,2.2903200000e+03,1.9209500000e+01,3.8525300000e-02,2.9974200000e-08
ell0360,2.2684600000e+03,1.9335100000e+01,3.8646600000e-02,2.9870900000e-08
ell0361,2.2469800000e+03,1.9457700000e+01,3.8767900000e-02,2.9768200000e-08
ell0362,2.2259500000e+03,1.9577400000e+01,3.8889200000e-02,2.9665900000e-08
ell0363,2.2053000000e+03,1.9694800000e+01,3.9010600000e-02,2.9564200000e-08
ell0364,2.1851000000e+03,1.9807700000e+01,3.9132000000e-02,2.9462900000e-08
ell0365,2.1652800000e+03,1.9918400000e+01,3.9253600000e-02,2.9362200000e-08
ell0366,2.1459000000e+03,2.0026100000e+01,3.9375200000e-02,2.9261900000e-08
ell0367,2.1269800000e+03,2.0129300000e+01,3.9496900000e-02,2.9162100000e-08
ell0368,2.1083600000e+03,2.0230300000e+01,3.9618800000e-02,2.9062800000e-08
ell0369,2.0903400000e+03,2.0328300000e+01,3.9740900000e-02,2.8964000000e-08
ell0370,2.0727000000e+03,2.0422600000e+01,3.9863100000e-02,2.8865600000e-08
ell0371,2.0554300000e+03,2.0513200000e+01,3.9985500000e-02,2.8767800000e-08
ell0372,2.0386100000e+03,2.0600700000e+01,4.0108200000e-02,2.8670400000e-08
ell0373,2.0222500000e+03,2.0684600000e+01,4.0231100000e-02,2.8573400000e-08
ell0374,2.0063300000e+03,2.0765500000e+01,4.0354300000e-02,2.8477000000e-08
ell0375,1.9907900000e+03,2.0842600000e+01,4.0477800000e-02,2.8381000000e-08
ell0376,1.9757800000e+03,2.0916800000e+01,4.0601600000e-02,2.8285400000e-08
ell0377,1.9612100000e+03,2.0986500000e+01,4.0725700000e-02,2.8190300000e-08
ell0378,1.9470300000e+03,2.1052500000e+01,4.0850100000e-02,2.8095700000e-08
ell0379,1.9332900000e+03,2.1115600000e+01,4.0974900000e-02,2.8001500000e-08
ell0380,1.9200800000e+03,2.1175600000e+01,4.1100100000e-02,2.7907700000e-08
ell0381,1.9072500000e+03,2.1229000000e+01,4.1225700000e-02,2.7814400000e-08
ell0382,1.8947900000e+03,2.1280900000e+01,4.1351700000e-02,2.7721500000e-08
ell0383,1.8828600000e+03,2.1328300000e+01,4.1478100000e-02,2.7629100000e-08
ell0384,1.8714500000e+03,2.1371300000e+01,4.1605000000e-02,2.7537100000e-08
ell0385,1.8603500000e+03,2.1412100000e+01,4.1732300000e-02,2.7445500000e-08
ell0386,1.8497700000e+03,2.1448400000e+01,4.1860100000e-02,2.7354400000e-08
ell0387,1.8395600000e+03,2.1480200000e+01,4.1988500000e-02,2.7263700000e-08
ell0388,1.8298100000e+03,2.1508400000e+01,4.2117300000e-02,2.7173400000e-08
ell0389,1.8205100000e+03,2.1530600000e+01,4.2246700000e-02,2.7083500000e-08
ell0390,1.8116600000e+03,2.1552100000e+01,4.2376700000e-02,2.6994000000e-08
ell0391,1.8032600000e+03,2.1568300000e+01,4.2507200000e-02,2.6905000000e-08
ell0392,1.7952400000e+03,2.1582400000e+01,4.2638300000e-02,2.6816300000e-08
ell0393,1.7877400000e+03,2.1591300000e+01,4.2770100000e-02,2.6728100000e-08
ell0394,1.7806200000e+03,2.1596400000e+01,4.2902400000e-02,2.6640200000e-08
ell0395,1.7738800000e+03,2.1597200000e+01,4.3035400000e-02,2.6552800000e-08
ell0396,1.7676600000e+03,2.1594200000e+01,4.3169000000e-02,2.6465800000e-08
ell0397,1.7617500000e+03,2.1587500000e+01,4.3303400000e-02,2.6379100000e-08
ell0398,1.7563600000e+03,2.1576400000e+01,4.3438400000e-02,2.6292800000e-08
ell0399,1.7513500000e+03,2.1561600000e+01,4.3574100000e-02,2.6206900000e-08
ell0400,1.7467100000e+03,2.1543000000e+01,4.3710500000e-02,2.6121400000e-08
ell0401,1.7425300000e+03,2.1520100000e+01,4.3847700000e-02,2.6036300000e-08
ell0402,1.7388000000e+03,2.1492700000e+01,4.3985600000e-02,2.5951600000e-08
ell0403,1.7354400000e+03,2.1462300000e+01,4.4124300000e-02,2.5867200000e-08
ell0404,1.7324600000e+03,2.1427500000e+01,4.4263700000e-02,2.5783200000e-08
ell0405,1.7299400000e+03,2.1388300000e+01,4.4404000000e-02,2.5699600000e-08
ell0406,1.7277100000e+03,2.1346100000e+01,4.4545100000e-02,2.5616400000e-08
ell0407,1.7259400000e+03,2.1299500000e+01,4.4687000000e-02,2.5533500000e-08
ell0408,1.7245400000e+03,2.1249200000e+01,4.4829700000e-02,2.5451000000e-08
ell0409,1.7235900000e+03,2.1196000000e+01,4.4973300000e-02,2.5368800000e-08
ell0410,1.7229400000e+03,2.1137600000e+01,4.5117800000e-02,2.5287100000e-08
ell0411,1.7227500000e+03,2.1076200000e+01,4.5263100000e-02,2.5205600000e-08
ell0412,1.7228500000e+03,2.1011200000e+01,4.5409400000e-02,2.5124600000e-08
ell0413,1.7233300000e+03,2.0942500000e+01,4.5556500000e-02,2.5043900000e-08
ell0414,1.7241100000e+03,2.0870100000e+01,4.5704600000e-02,2.4963600000e-08
ell0415,1.7253400000e+03,2.0794700000e+01,4.5853600000e-02,2.4883600000e-08
ell0416,1.7268700000e+03,2.0715000000e+01,4.6003500000e-02,2.4804000000e-08
ell0417,1.7287000000e+03,2.0632300000e+01,4.6154400000e-02,2.4724700000e-08
ell0418,1.7309100000e+03,2.0544400000e+01,4.6306200000e-02,2.4645800000e-08
ell0419,1.7334900000e+03,2.0454400000e+01,4.6459000000e-02,2.4567200000e-08
ell0420,1.7363700000e+03,2.0361400000e+01,4.6612800000e-02,2.4489000000e-08
ell0421,1.7396200000e+03,2.0264800000e+01,4.6767600000e-02,2.4411100000e-08
ell0422,1.7431800000e+03,2.0164500000e+01,4.6923400000e-02,2.4333600000e-08
ell0423,1.7469600000e+03,2.0060500000e+01,4.7080200000e-02,2.4256400000e-08
ell0424,1.7510400000e+03,1.9953600000e+01,4.7237900000e-02,2.4179500000e-08
ell0425,1.7554900000e+03,1.9843000000e+01,4.7396700000e-02,2.4103000000e-08
ell0426,1.7602500000e+03,1.9730300000e+01,4.7556600000e-02,2.4026800000e-08
ell0427,1.7652300000e+03,1.9613800000e+01,4.7717400000e-02,2.3951000000e-08
ell0428,1.7705100000e+03,1.9494500000e+01,4.7879200000e-02,2.3875500000e-08
ell0429,1.7760100000e+03,1.9372200000e+01,4.8042100000e-02,2.3800300000e-08
ell0430,1.7818900000e+03,1.9247700000e+01,4.8206000000e-02,2.3725500000e-08
ell0431,1.7879900000e+03,1.9119600000e+01,4.8371000000e-02,2.3651000000e-08
ell0432,1.7942400000e+03,1.8988600000e+01,4.8537000000e-02,2.3576800000e-08
ell0433,1.8008700000e+03,1.8856100000e+01,4.8704000000e-02,2.3503000000e-08
ell0434,1.8076400000e+03,1.8719900000e+01,4.8872000000e-02,2.3429400000e-08
ell0435,1.8146500000e+03,1.8582300000e+01,4.9041000000e-02,2.3356200000e-08
ell0436,1.8219500000e+03,1.8441800000e+01,4.9211100000e-02,2.3283300000e-08
ell0437,1.8294700000e+03,1.8298400000e+01,4.9382200000e-02,2.3210800000e-08
ell0438,1.8371500000e+03,1.8152700000e+01,4.9554300000e-02,2.3138500000e-08
ell0439,1.8451200000e+03,1.8005700000e+01,4.9727400000e-02,2.3066600000e-08
ell0440,1.8532500000e+03,1.7855700000e+01,4.9901500000e-02,2.2995000000e-08
ell0441,1.8616000000e+03,1.7703500000e+01,5.0076600000e-02,2.2923700000e-08
ell0442,1.8700200000e+03,1.7549200000e+01,5.0252700000e-02,2.2852700000e-08
ell0443,1.8787500000e+03,1.7393400000e+01,5.0429800000e-02,2.2782000000e-08
ell0444,1.8876200000e+03,1.7236200000e+01,5.0607900000e-02,2.2711600000e-08
ell0445,1.8966500000e+03,1.7075300000e+01,5.0786900000e-02,2.2641600000e-08
ell0446,1.9057500000e+03,1.6914500000e+01,5.0966800000e-02,2.2571800000e-08
ell0447,1.9150800000e+03,1.6752200000e+01,5.1147700000e-02,2.2502400000e-08
ell0448,1.9244800000e+03,1.6587000000e+01,5.1329500000e-02,2.2433200000e-08
ell0449,1.9341000000e+03,1.6421100000e+01,5.1512200000e-02,2.2364400000e-08
ell0450,1.9438800000e+03,1.6254500000e+01,5.1695900000e-02,2.2295800000e-08
ell0451,1.9537400000e+03,1.6085700000e+01,5.1880400000e-02,2.2227500000e-08
ell0452,1.9636700000e+03,1.5916200000e+01,5.2065800000e-02,2.2159600000e-08
ell0453,1.9738200000e+03,1.5746000000e+01,5.2252000000e-02,2.2091900000e-08
ell0454,1.9839800000e+03,1.5574400000e+01,5.2439100000e-02,2.2024500000e-08
ell0455,1.9942100000e+03,1.5402000000e+01,5.2627000000e-02,2.1957400000e-08
ell0456,2.0046700000e+03,1.5228300000e+01,5.2815700000e-02,2.1890600000e-08
ell0457,2.0150500000e+03,1.5054500000e+01,5.3005300000e-02,2.1824100000e-08
ell0458,2.0255900000e+03,1.4880100000e+01,5.3195600000e-02,2.1757900000e-08
ell0459,2.0362000000e+03,1.4705700000e+01,5.3386600000e-02,2.1692000000e-08
ell0460,2.0468900000e+03,1.4529900000e+01,5.3578400000e-02,2.1626300000e-08
ell0461,2.0575700000e+03,1.4354100000e+01,5.3771000000e-02,2.1560900000e-08
ell0462,2.0683400000e+03,1.4177600000e+01,5.3964200000e-02,2.1495800000e-08
ell0463,2.0791100000e+03,1.4001900000e+01,5.4158200000e-02,2.1431000000e-08
ell0464,2.0898700000e+03,1.3826200000e+01,5.4352800000e-02,2.1366500000e-08
ell0465,2.1006400000e+03,1.3650600000e+01,5.4548000000e-02,2.1302200000e-08
ell0466,2.1114900000e+03,1.3474200000e+01,5.4743900000e-02,2.1238200000e-08
ell0467,2.1224100000e+03,1.3298700000e+01,5.4940400000e-02,2.1174500000e-08
ell0468,2.1332500000e+03,1.3123900000e+01,5.5137500000e-02,2.1111100000e-08
ell0469,2.1441000000e+03,1.2948400000e+01,5.5335200000e-02,2.1047900000e-08
ell0470,2.1550300000e+03,1.2774500000e+01,5.5533400000e-02,2.0985000000e-08
ell0471,2.1657300000e+03,1.2602100000e+01,5.5732200000e-02,2.0922400000e-08
ell0472,2.1765800000e+03,1.2429700000e+01,5.5931500000e-02,2.0860100000e-08
ell0473,2.1873600000e+03,1.2258100000e+01,5.6131200000e-02,2.0798000000e-08
ell0474,2.1981400000e+03,1.2088000000e+01,5.6331500000e-02,2.0736200000e-08
ell0475,2.2089300000e+03,1.1917900000e+01,5.6532200000e-02,2.0674600000e-08
ell0476,2.2195600000e+03,1.1750100000e+01,5.6733300000e-02,2.0613300000e-08
ell0477,2.2301200000e+03,1.1583100000e+01,5.6934800000e-02,2.0552200000e-08
ell0478,2.2406800000e+03,1.1416900000e+01,5.7136700000e-02,2.0491500000e-08
ell0479,2.2511700000e+03,1.1252900000e+01,5.7339000000e-02,2.0430900000e-08
ell0480,2.2615900000e+03,1.1090400000e+01,5.7541600000e-02,2.0370700000e-08
ell0481,2.2719300000e+03,1.0929400000e+01,5.7744600000e-02,2.0310600000e-08
ell0482,2.2822800000e+03,1.0770700000e+01,5.7947800000e-02,2.0250900000e-08
ell0483,2.2924000000e+03,1.0613500000e+01,5.8151300000e-02,2.0191400000e-08
ell0484,2.3023700000e+03,1.0458500000e+01,5.8355100000e-02,2.0132100000e-08
ell0485,2.3124200000e+03,1.0305100000e+01,5.8559100000e-02,2.0073100000e-08
ell0486,2.3223200000e+03,1.0154600000e+01,5.8763200000e-02,2.0014300000e-08
ell0487,2.3320700000e+03,1.0006400000e+01,5.8967600000e-02,1.9955800000e-08
ell0488,2.3416800000e+03,9.8597000000e+00,5.9172100000e-02,1.9897600000e-08
ell0489,2.3512100000e+03,9.7159800000e+00,5.9376800000e-02,1.9839500000e-08
ell0490,2.3606700000e+03,9.5752300000e+00,5.9581500000e-02,1.9781700000e-08
ell0491,2.3698300000e+03,9.4367300000e+00,5.9786300000e-02,1.9724200000e-08
ell0492,2.3790000000e+03,9.3012100000e+00,5.9991200000e-02,1.9666900000e-08
ell0493,2.3880100000e+03,9.1671800000e+00,6.0196100000e-02,1.9609800000e-08
ell0494,2.3968800000e+03,9.0376200000e+00,6.0401000000e-02,1.9553000000e-08
ell0495,2.4055200000e+03,8.9102900000e+00,6.0605900000e-02,1.9496400000e-08
ell0496,2.4140200000e+03,8.7866800000e+00,6.0810700000e-02,1.9440000000e-08
ell0497,2.4223700000e+03,8.6660300000e+00,6.1015400000e-02,1.9383900000e-08
ell0498,2.4305700000e+03,8.5476200000e+00,6.1220100000e-02,1.9328000000e-08
ell0499,2.4386900000e+03,8.4336600000e+00,6.1424600000e-02,1.9272300000e-08
ell0500,2.4466000000e+03,8.3219200000e+00,6.1628900000e-02,1.9216900000e-08
ell0501,2.4542000000e+03,8.2146400000e+00,6.1833000000e-02,1.9161700000e-08
ell0502,2.4618100000e+03,8.1110600000e+00,6.2037000000e-02,1.9106700000e-08
ell0503,2.4691200000e+03,8.0104400000e+00,6.2240600000e-02,1.9051900000e-08
ell0504,2.4762100000e+03,7.9135200000e+00,6.2444000000e-02,1.8997400000e-08
ell0505,2.4833000000e+03,7.8210400000e+00,6.2647100000e-02,1.8943100000e-08
ell0506,2.4900200000e+03,7.7324100000e+00,6.2849800000e-02,1.8889000000e-08
ell0507,2.4966700000e+03,7.6473200000e+00,6.3052200000e-02,1.8835100000e-08
ell0508,2.5030200000e+03,7.5668100000e+00,6.3254100000e-02,1.8781500000e-08
ell0509,2.5092200000e+03,7.4899200000e+00,6.3455700000e-02,1.8728000000e-08
ell0510,2.5151300000e+03,7.4173100000e+00,6.3656800000e-02,1.8674800000e-08
ell0511,2.5209600000e+03,7.3486800000e+00,6.3857400000e-02,1.8621800000e-08
ell0512,2.5265000000e+03,7.2844800000e+00,6.4057400000e-02,1.8569000000e-08
ell0513,2.5318900000e+03,7.2244700000e+00,6.4257000000e-02,1.8516500000e-08
ell0514,2.5370600000e+03,7.1689600000e+00,6.4455900000e-02,1.8464100000e-08
ell0515,2.5420100000e+03,7.1178700000e+00,6.4654300000e-02,1.8412000000e-08
ell0516,2.5467400000e+03,7.0712700000e+00,6.4852000000e-02,1.8360100000e-08
ell0517,2.5511700000e+03,7.0293000000e+00,6.5049000000e-02,1.8308400000e-08
ell0518,2.5554600000e+03,6.9918200000e+00,6.5245300000e-02,1.8256900000e-08
ell0519,2.5596000000e+03,6.9590500000e+00,6.5441000000e-02,1.8205600000e-08
ell0520,2.5634500000e+03,6.9309000000e+00,6.5635800000e-02,1.8154500000e-08
ell0521,2.5670000000e+03,6.9074600000e+00,6.5829900000e-02,1.8103600000e-08
ell0522,2.5703300000e+03,6.8889400000e+00,6.6023200000e-02,1.8053000000e-08
ell0523,2.5735100000e+03,6.8751900000e+00,6.6215600000e-02,1.8002500000e-08
ell0524,2.5764800000e+03,6.8662100000e+00,6.6407100000e-02,1.7952300000e-08
ell0525,2.5790800000e+03,6.8621400000e+00,6.6597800000e-02,1.7902300000e-08
ell0526,2.5815300000e+03,6.8629900000e+00,6.6787500000e-02,1.7852400000e-08
ell0527,2.5839000000e+03,6.8687600000e+00,6.6976300000e-02,1.7802800000e-08
ell0528,2.5859100000e+03,6.8794300000e+00,6.7164200000e-02,1.7753400000e-08
ell0529,2.5877000000e+03,6.8953100000e+00,6.7351000000e-02,1.7704100000e-08
ell0530,2.5892000000e+03,6.9161700000e+00,6.7536800000e-02,1.7655100000e-08
ell0531,2.5907000000e+03,6.9419300000e+00,6.7721500000e-02,1.7606300000e-08
ell0532,2.5917500000e+03,6.9729000000e+00,6.7905200000e-02,1.7557700000e-08
ell0533,2.5925900000e+03,7.0089100000e+00,6.8087800000e-02,1.7509200000e-08
ell0534,2.5932100000e+03,7.0500500000e+00,6.8269300000e-02,1.7461000000e-08
ell0535,2.5936000000e+03,7.0963900000e+00,6.8449600000e-02,1.7413000000e-08
ell0536,2.5937800000e+03,7.1477700000e+00,6.8628700000e-02,1.7365100000e-08
ell0537,2.5938100000e+03,7.2042700000e+00,6.8806700000e-02,1.7317500000e-08
ell0538,2.5934700000e+03,7.2660300000e+00,6.8983500000e-02,1.7270000000e-08
ell0539,2.5929900000e+03,7.3327600000e+00,6.9159100000e-02,1.7222800000e-08
ell0540,2.5922900000e+03,7.4049100000e+00,6.9333400000e-02,1.7175700000e-08
ell0541,2.5912900000e+03,7.4820200000e+00,6.9506400000e-02,1.7128800000e-08
ell0542,2.5901500000e+03,7.5643100000e+00,6.9678200000e-02,1.7082200000e-08
ell0543,2.5887100000e+03,7.6518700000e+00,6.9848700000e-02,1.7035700000e-08
ell0544,2.5871300000e+03,7.7445300000e+00,7.0017900000e-02,1.6989400000e-08
ell0545,2.5852600000e+03,7.8423100000e+00,7.0185800000e-02,1.6943200000e-08
ell0546,2.5832300000e+03,7.9449700000e+00,7.0352300000e-02,1.6897300000e-08
ell0547,2.5809200000e+03,8.0527400000e+00,7.0517400000e-02,1.6851600000e-08
ell0548,2.5784600000e+03,8.1656200000e+00,7.0681200000e-02,1.6806000000e-08
ell0549,2.5757700000e+03,8.2836000000e+00,7.0843600000e-02,1.6760600000e-08
ell0550,2.5728700000e+03,8.4066900000e+00,7.1004700000e-02,1.6715400000e-08
ell0551,2.5698200000e+03,8.5348900000e+00,7.1164300000e-02,1.6670400000e-08
ell0552,2.5664800000e+03,8.6681900000e+00,7.1322500000e-02,1.6625600000e-08
ell0553,2.5629900000e+03,8.8051100000e+00,7.1479300000e-02,1.6580900000e-08
ell0554,2.5592800000e+03,8.9486100000e+00,7.1634600000e-02,1.6536500000e-08
ell0555,2.5553500000e+03,9.0964600000e+00,7.1788500000e-02,1.6492200000e-08
ell0556,2.5512000000e+03,9.2494100000e+00,7.1940900000e-02,1.6448100000e-08
ell0557,2.5469100000e+03,9.4067100000e+00,7.2091900000e-02,1.6404100000e-08
ell0558,2.5423900000e+03,9.5698400000e+00,7.2241400000e-02,1.6360400000e-08
ell0559,2.5376600000e+03,9.7365700000e+00,7.2389400000e-02,1.6316800000e-08
ell0560,2.5328500000e+03,9.9076500000e+00,7.2535900000e-02,1.6273400000e-08
ell0561,2.5276700000e+03,1.0083800000e+01,7.2680900000e-02,1.6230200000e-08
ell0562,2.5225000000e+03,1.0265100000e+01,7.2824500000e-02,1.6187100000e-08
ell0563,2.5171100000e+03,1.0449900000e+01,7.2966500000e-02,1.6144200000e-08
ell0564,2.5115700000e+03,1.0640600000e+01,7.3107000000e-02,1.6101500000e-08
ell0565,2.5058200000e+03,1.0834100000e+01,7.3246000000e-02,1.6059000000e-08
ell0566,2.4999100000e+03,1.1032700000e+01,7.3383500000e-02,1.6016600000e-08
ell0567,2.4938700000e+03,1.1234900000e+01,7.3519400000e-02,1.5974400000e-08
ell0568,2.4876700000e+03,1.1442100000e+01,7.3653800000e-02,1.5932400000e-08
ell0569,2.4812600000e+03,1.1653700000e+01,7.3786700000e-02,1.5890500000e-08
ell0570,2.4747700000e+03,1.1868900000e+01,7.3918000000e-02,1.5848900000e-08
ell0571,2.4680700000e+03,1.2088400000e+01,7.4047900000e-02,1.5807300000e-08
ell0572,2.4612200000e+03,1.2311500000e+01,7.4176100000e-02,1.5766000000e-08
ell0573,2.4543000000e+03,1.2538200000e+01,7.4302900000e-02,1.5724800000e-08
ell0574,2.4472300000e+03,1.2769200000e+01,7.4428100000e-02,1.5683700000e-08
ell0575,2.4400200000e+03,1.3003100000e+01,7.4551700000e-02,1.5642900000e-08
ell0576,2.4327400000e+03,1.3241200000e+01,7.4673800000e-02,1.5602200000e-08
ell0577,2.4252300000e+03,1.3483000000e+01,7.4794400000e-02,1.5561600000e-08
ell0578,2.4176600000e+03,1.3727600000e+01,7.4913400000e-02,1.5521300000e-08
ell0579,2.4100100000e+03,1.3976600000e+01,7.5030900000e-02,1.5481100000e-08
ell0580,2.4023000000e+03,1.4228400000e+01,7.5146800000e-02,1.5441000000e-08
ell0581,2.3942900000e+03,1.4483000000e+01,7.5261200000e-02,1.5401100000e-08
ell0582,2.3862800000e+03,1.4741200000e+01,7.5374100000e-02,1.5361400000e-08
ell0583,2.3782000000e+03,1.5002300000e+01,7.5485500000e-02,1.5321800000e-08
ell0584,2.3700500000e+03,1.5266200000e+01,7.5595300000e-02,1.5282400000e-08
ell0585,2.3618200000e+03,1.5532900000e+01,7.5703600000e-02,1.5243100000e-08
ell0586,2.3534500000e+03,1.5801800000e+01,7.5810400000e-02,1.5204000000e-08
ell0587,2.3450900000e+03,1.6074200000e+01,7.5915700000e-02,1.5165000000e-08
ell0588,2.3365800000e+03,1.6348800000e+01,7.6019500000e-02,1.5126200000e-08
ell0589,2.3279900000e+03,1.6626200000e+01,7.6121900000e-02,1.5087600000e-08
ell0590,2.3193400000e+03,1.6905000000e+01,7.6222700000e-02,1.5049100000e-08
ell0591,2.3106900000e+03,1.7187400000e+01,7.6322000000e-02,1.5010800000e-08
ell0592,2.3019600000e+03,1.7470400000e+01,7.6419900000e-02,1.4972600000e-08
ell0593,2.2931600000e+03,1.7757000000e+01,7.6516300000e-02,1.4934500000e-08
