Z,N,A,element,mass_excess_keV,binding_per_A_keV,binding_per_A_unc_keV,is_stable,halflife_s,primary_decay,isotopic_abundance,binding_total_keV
80,123,203,Hg,-25269.203,7887.4828,0.008,False,4027104.0,B-,,1601159.0084
81,122,203,Tl,-25761.309,7886.053,0.0058,True,1e+30,IS,29.515,1600868.759
82,121,203,Pb,-24786.483,7877.397,0.0323,False,186926.4,EC,,1599111.591
83,120,203,Bi,-21524.893,7857.4762,0.0629,False,42336.0,B+,,1595067.6686
84,119,203,Po,-17310.819,7832.8632,0.0229,False,2202.0,B+,,1590071.2296
85,118,203,At,-12162.607,7803.6487,0.0523,False,444.0,B+,,1584140.6861
86,117,203,Rn,-6184.045,7770.3437,0.0286,False,44.2,A,,1577379.7711
87,116,203,Fr,876.412,7731.7092,0.0307,False,0.55,A~100,,1569536.9676
88,115,203,Ra,8601.331,7689.8015,0.0477,False,0.036000000000000004,A~100,,1561029.7045
77,127,204,Ir,-9570.0,7823.0,2.0,False,2.0,B- ?,,1595892.0
78,126,204,Pt,-17620.0,7859.0,1.0,False,10.3,B-,,1603236.0
79,125,204,Au,-20390.0,7868.0,1.0,False,38.3,B-,,1605072.0
80,124,204,Hg,-24690.148,7885.5455,0.0025,True,1e+30,IS,6.82,1608651.2820000001
81,123,204,Tl,-24346.07,7880.0238,0.0057,False,119391480.0,B-,,1607524.8551999999
82,122,204,Pb,-25109.815,7879.9326,0.0056,True,1e+30,IS,1.4,1607506.2504
83,121,204,Bi,-20645.927,7854.2157,0.045,False,40392.0,B+,,1602260.0028
84,120,204,Po,-18341.045,7839.0823,0.0494,False,12668.4,B+,,1599172.7892
85,119,204,At,-11875.252,7803.5522,0.1111,False,547.1999999999999,B+,,1591924.6488
86,118,204,Rn,-7970.115,7780.5743,0.0365,False,74.52,A,,1587237.1572
87,117,204,Fr,607.308,7734.6931,0.1205,False,1.75,A,,1577877.3924
88,116,204,Ra,6061.097,7704.1238,0.0437,False,0.06,A~100,,1571641.2552
77,128,205,Ir,-5600.0,7805.0,2.0,False,1.0,B- ?,,1600025.0
78,127,205,Pt,-12820.0,7836.0,1.0,False,2.0,B- ?,,1606380.0
79,126,205,Au,-18570.0,7860.0,1.0,False,32.0,B-,,1611300.0
80,125,205,Hg,-22287.719,7874.7325,0.0178,False,308.4,B-,,1614320.1625
81,124,205,Tl,-23820.802,7878.3946,0.006,True,1e+30,IS,70.485,1615070.893
82,123,205,Pb,-23770.162,7874.3313,0.0056,False,536520000000000.0,EC,,1614237.9165
83,122,205,Bi,-21065.569,7857.3218,0.0235,False,1288224.0,B+,,1610750.969
84,121,205,Po,-17521.398,7836.2168,0.0491,False,6264.0,B+,,1606424.4440000001
85,120,205,At,-12984.519,7810.2694,0.0588,False,1614.0,B+,,1601105.227
86,119,205,Rn,-7709.764,7780.7226,0.0248,False,170.0,B+,,1595048.133
87,118,205,Fr,-1309.816,7745.687,0.0382,False,3.9,A,,1587865.835
88,117,205,Ra,5803.853,7707.1698,0.1111,False,0.22,A~100,,1579969.809
89,116,205,Ac,14106.689,7662.8519,0.2894,False,0.08,A~100,,1570884.6394999998
78,128,206,Pt,-9240.0,7820.0,1.0,False,0.5,B- ?,,1610920.0
79,127,206,Au,-14190.0,7840.0,1.0,False,47.0,B-,,1615040.0
80,126,206,Hg,-20945.728,7869.1723,0.0992,False,499.20000000000005,B-,,1621049.4938
81,125,206,Tl,-22253.293,7871.7219,0.0062,False,252.12,B-,,1621574.7114
82,124,206,Pb,-23785.506,7875.362,0.0056,True,1e+30,IS,24.1,1622324.572
83,123,206,Bi,-20028.201,7853.3249,0.0371,False,539395.2000000001,B+,,1617784.9294
84,122,206,Po,-18188.668,7840.5973,0.0195,False,760320.0000000001,B+,,1615163.0438
85,121,206,At,-12439.388,7808.8904,0.0657,False,1836.0,B+,,1608631.4224
86,120,206,Rn,-9132.918,7789.0417,0.0417,False,340.2,A,,1604542.5902
87,119,206,Fr,-1246.859,7746.9621,0.135,False,16.0,A,,1595874.1926
88,118,206,Ra,3565.613,7719.8028,0.0874,False,0.24,A~100,,1590279.3768
89,117,206,Ac,13484.754,7667.8538,0.316,False,0.025,A~100,,1579577.8828
78,129,207,Pt,-4140.0,7797.0,2.0,False,0.6,B- ?,,1613979.0
79,128,207,Au,-10640.0,7824.0,1.0,False,3.0,B- ?,,1619568.0
80,127,207,Hg,-16487.446,7848.6112,0.144,False,174.0,B-,,1624662.5184
81,126,207,Tl,-21034.436,7866.7979,0.0263,False,286.2,B-,,1628427.1653
82,125,207,Pb,-22451.968,7869.8664,0.0055,True,1e+30,IS,22.1,1629062.3448
83,124,207,Bi,-20054.554,7854.5053,0.0116,False,985303200.0,B+,,1625882.5971
84,123,207,Po,-17145.7,7836.6734,0.0322,False,20880.0,B+~100,,1622191.3938
85,122,207,At,-13227.482,7813.9653,0.0599,False,6516.0,B+~90,,1617490.8170999999
86,121,207,Rn,-8634.742,7787.9987,0.0229,False,555.0,B+,,1612115.7309
87,120,207,Fr,-2849.021,7756.2689,0.0848,False,14.8,A,,1605547.6623
88,119,207,Ra,3513.988,7721.7503,0.2816,False,1.38,A~86,,1598402.3121
89,118,207,Ac,11146.228,7681.1001,0.2717,False,0.031,A~100,,1589987.7207
78,130,208,Pt,-500.0,7780.0,2.0,False,0.22,B- ?,,1618240.0
79,129,208,Au,-5910.0,7803.0,1.0,False,20.0,B- ?,,1623024.0
80,128,208,Hg,-13265.408,7834.1914,0.1478,False,135.0,B-,,1629511.8111999999
81,127,208,Tl,-16750.121,7847.1835,0.0089,False,183.18,B-,,1632214.168
82,126,208,Pb,-21748.519,7867.453,0.0055,True,1e+30,IS,52.4,1636430.2240000002
83,125,208,Bi,-18870.151,7849.8534,0.0111,False,11614080000000.0,B+,,1632769.5071999999
84,124,208,Po,-17469.207,7839.3568,0.008,False,91460880.0,A~100,,1630586.2144
85,123,208,At,-12469.901,7811.5604,0.0429,False,5868.0,B+,,1624804.5632
86,122,208,Rn,-9655.389,7794.2678,0.0489,False,1461.0,A,,1621207.7023999998
87,121,208,Fr,-2664.928,7756.8985,0.056,False,59.1,A,,1613434.888
88,120,208,Ra,1727.934,7732.0177,0.0434,False,1.11,A,,1608259.6816
89,119,208,Ac,10760.854,7684.8289,0.31,False,0.097,A~100,,1598444.4112
90,118,208,Th,16688.041,7652.5716,0.1532,False,0.0024,A~100,,1591734.8928
79,130,209,Au,-2230.0,7786.0,2.0,False,1.0,B- ?,,1627274.0
80,129,209,Hg,-8610.0,7813.0,1.0,False,6.3,B-,,1632917.0
81,128,209,Tl,-13644.793,7833.3979,0.0292,False,129.72,B-,,1637180.1611
82,127,209,Pb,-17614.574,7848.6488,0.0084,False,11646.0,B-,,1640367.5992
83,126,209,Bi,-18258.589,7847.9869,0.0065,False,6.34356e+26,IS,,1640229.2621
84,125,209,Po,-16366.015,7835.1882,0.0085,False,3913440000.0,A,,1637554.3338
85,124,209,At,-12883.773,7814.7835,0.0227,False,19512.0,B+,,1633289.7515
86,123,209,Rn,-8941.049,7792.1755,0.0477,False,1728.0,B+,,1628564.6795
87,122,209,Fr,-3782.144,7763.7485,0.055,False,50.5,A,,1622623.4364999998
88,121,209,Ra,1858.24,7733.0177,0.0275,False,4.71,A~100,,1616200.6993
89,120,209,Ac,8844.887,7695.8455,0.2672,False,0.094,A~100,,1608431.7095
90,119,209,Th,16395.0,7656.0,0.0,False,0.06,A ?,,1600104.0
79,131,210,Au,2680.0,7764.0,2.0,False,10.0,B- ?,,1630440.0
80,130,210,Hg,-5300.0,7799.0,1.0,False,64.0,B-,,1637790.0
81,129,210,Tl,-9246.996,7813.589,0.0553,False,78.0,B-,,1640853.69
82,128,210,Pb,-14728.429,7835.9656,0.0069,False,700632000.0,B-,,1645552.776
83,127,210,Bi,-14791.905,7832.5424,0.0065,False,433036.8,B-,,1644833.904
84,126,210,Po,-15953.06,7834.3462,0.0055,False,11955686.4,A,,1645212.702
85,125,210,At,-11972.099,7811.6638,0.0366,False,29160.0,B+,,1640449.398
86,124,210,Rn,-9604.764,7796.6653,0.0217,False,8640.0,A,,1637299.713
87,123,210,Fr,-3343.508,7763.1243,0.0639,False,190.8,A,,1630256.1030000001
88,122,210,Ra,442.839,7741.3687,0.0438,False,4.0,A~100,,1625687.427
89,121,210,Ac,8764.079,7698.0182,0.2962,False,0.35000000000000003,A~100,,1616583.8220000002
90,120,210,Th,14059.521,7669.0764,0.09,False,0.016,A~100,,1610506.044
80,131,211,Hg,-390.0,7777.0,1.0,False,26.4,B-,,1640947.0
81,130,211,Tl,-6077.999,7799.7915,0.1987,False,81.0,B-,,1645756.0065000001
82,129,211,Pb,-10493.012,7817.0079,0.0107,False,2169.768,B-,,1649388.6668999998
83,128,211,Bi,-11859.116,7819.7745,0.0258,False,128.4,A~100,,1649972.4195
84,127,211,Po,-12432.492,7818.7842,0.006,False,0.516,A,,1649763.4662
85,126,211,At,-11647.191,7811.3545,0.0129,False,25970.4,EC,,1648195.7995
86,125,211,Rn,-8755.33,7793.9412,0.0323,False,52560.0,B+,,1644521.5932
87,124,211,Fr,-4140.314,7768.3613,0.0568,False,186.0,A,,1639124.2343
88,123,211,Ra,831.87,7741.0887,0.0235,False,12.6,A~100,,1633369.7157
89,122,211,Ac,7143.485,7707.468,0.2548,False,0.213,A~100,,1626275.748
90,121,211,Th,13876.396,7671.8506,0.4079,False,0.048,A~100,,1618760.4766
91,120,211,Pa,22052.226,7629.3948,0.3293,False,0.006,A~100,,1609802.3028
80,132,212,Hg,3020.0,7762.0,1.0,False,30.0,B- ?,,1645544.0
81,131,212,Tl,-1551.0,7780.0,1.0,False,31.0,B-,,1649360.0
82,130,212,Pb,-7548.929,7804.3203,0.0087,False,38257.200000000004,B-,,1654515.9036
83,129,212,Bi,-8117.943,7803.314,0.0087,False,3633.0,B-,,1654302.568
84,128,212,Po,-10369.408,7810.2438,0.0054,False,2.944e-07,A,,1655771.6856
85,127,212,At,-8628.149,7798.34,0.0113,False,0.314,A~100,,1653248.08
86,126,212,Rn,-8659.219,7794.7963,0.0147,False,1434.0,A,,1652496.8156
87,125,212,Fr,-3515.998,7766.8455,0.0414,False,1200.0,B+,,1646571.246
88,124,212,Ra,-198.763,7747.5078,0.0484,False,13.0,A,,1642471.6536
89,123,212,Ac,7299.6,7708.4479,0.1032,False,0.895,A~100,,1634190.9548
90,122,212,Th,12110.886,7682.0628,0.0477,False,0.0317,A~100,,1628597.3136
91,121,212,Pa,21596.523,7633.6289,0.4132,False,0.0058,A,,1618329.3268
80,133,213,Hg,8200.0,7739.0,1.0,False,15.0,B- ?,,1648407.0
81,132,213,Tl,1783.811,7765.4311,0.1268,False,23.8,B-,,1654036.8243
82,131,213,Pb,-3203.598,7785.1732,0.0326,False,612.0,B-,,1658241.8916
83,130,213,Bi,-5231.671,7791.0217,0.0239,False,2736.0,B-,,1659487.6221
84,129,213,Po,-6653.519,7794.024,0.0143,False,3.705e-06,A,,1660127.112
85,128,213,At,-6579.522,7790.0036,0.023,False,1.2500000000000002e-07,A,,1659270.7668
86,127,213,Rn,-5695.949,7782.1824,0.0158,False,0.0195,A,,1657604.8512
87,126,213,Fr,-3554.199,7768.4543,0.0221,False,34.14,A,,1654680.7659
88,125,213,Ra,345.557,7746.4726,0.0461,False,163.8,A,,1649998.6638
89,124,213,Ac,6141.029,7715.5908,0.0548,False,0.738,A~100,,1643420.8404
90,123,213,Th,12120.108,7683.847,0.0433,False,0.14400000000000002,A~100,,1636659.4109999998
91,122,213,Pa,19654.194,7644.8027,0.2684,False,0.0074,A,,1628342.9751
80,134,214,Hg,11770.0,7724.0,2.0,False,8.0,B- ?,,1652936.0
81,133,214,Tl,6465.0,7745.0,1.0,False,11.0,B-,,1657430.0
82,132,214,Pb,-183.019,7772.3955,0.0092,False,1623.6,B-,,1663292.6369999999
83,131,214,Bi,-1200.78,7773.4955,0.0524,False,1194.0,B-,,1663528.037
84,130,214,Po,-4469.972,7785.1163,0.0068,False,0.00016346999999999998,A,,1666014.8882
85,129,214,At,-3379.151,7776.3632,0.0186,False,5.58e-07,A,,1664141.7248
86,128,214,Rn,-4319.664,7777.1023,0.0429,False,2.5900000000000003e-07,A,,1664299.8922
87,127,214,Fr,-958.327,7757.7393,0.0398,False,0.00551,A,,1660156.2102
88,126,214,Ra,92.74,7749.1719,0.0245,False,2.437,A,,1658322.7866
89,125,214,Ac,6433.272,7715.8874,0.0633,False,8.2,A,,1651199.9035999998
90,124,214,Th,10694.932,7692.3173,0.0498,False,0.08700000000000001,A~100,,1646155.9022
91,123,214,Pa,19459.895,7647.7037,0.3795,False,0.017,A~100,,1636608.5918
80,135,215,Hg,17110.0,7701.0,2.0,False,0.6,B- ?,,1655715.0
81,134,215,Tl,10030.0,7730.0,1.0,False,9.7,B-,,1661950.0
82,133,215,Pb,4342.245,7752.7381,0.245,False,142.0,B-,,1666838.6915
83,132,215,Bi,1629.272,7761.7177,0.0262,False,457.2,B-,,1668769.3055
84,131,215,Po,-541.771,7768.1768,0.0099,False,0.001781,A,,1670158.012
85,130,215,At,-1256.583,7767.8627,0.0308,False,3.7e-05,A,,1670090.4804999998
86,129,215,Rn,-1168.99,7763.8164,0.0283,False,2.2999999999999996e-06,A,,1669220.5259999998
87,128,215,Fr,318.137,7753.2607,0.0329,False,9.000000000000001e-08,A,,1666951.0505
88,127,215,Ra,2531.995,7739.3249,0.0335,False,0.0016690000000000001,A,,1663954.8535
89,126,215,Ac,6030.55,7719.4137,0.0577,False,0.171,A~100,,1659673.9455
90,125,215,Th,10921.434,7693.0266,0.0295,False,1.35,A,,1654000.719
91,124,215,Pa,17804.537,7657.3733,0.3835,False,0.014,A,,1646335.2595
92,123,215,U,24889.312,7620.7821,0.4844,False,0.0014,A,,1638468.1515000002
80,136,216,Hg,20920.0,7685.0,2.0,False,2.0,B- ?,,1659960.0
81,135,216,Tl,14870.0,7709.0,1.0,False,5.9,B-,,1665144.0
82,134,216,Pb,7510.0,7740.0,1.0,False,99.6,B-,,1671840.0
83,133,216,Bi,5873.988,7743.4996,0.0518,False,132.6,B-,,1672595.9136
84,132,216,Po,1782.336,7758.8205,0.0084,False,0.14400000000000002,A,,1675905.228
85,131,216,At,2256.678,7753.0024,0.0166,False,0.0003,A~100,,1674648.5184000002
86,130,216,Rn,253.312,7758.6553,0.0267,False,2.9e-05,A,,1675869.5448
87,129,216,Fr,2971.022,7742.4513,0.0193,False,7.000000000000001e-07,A,,1672369.4808
88,128,216,Ra,3291.466,7737.3458,0.0371,False,1.72e-07,A,,1671266.6928
89,127,216,Ac,8149.736,7711.2319,0.0427,False,0.00043999999999999996,A,,1665626.0903999999
90,126,216,Th,10298.537,7697.6617,0.0514,False,0.02628,A~100,,1662694.9272
91,125,216,Pa,17823.799,7659.2006,0.1141,False,0.105,A~100,,1654387.3296
92,124,216,U,23066.429,7631.3072,0.1301,False,0.006900000000000001,A,,1648362.3552
81,136,217,Tl,18660.0,7693.0,2.0,False,2.0,B- ?,,1669381.0
82,135,217,Pb,12260.0,7719.0,1.0,False,19.9,B-,,1675023.0
83,134,217,Bi,8729.963,7731.8491,0.0816,False,98.5,B-,,1677811.2547000002
84,133,217,Po,5883.452,7741.3614,0.0302,False,1.53,A,,1679875.4238
85,132,217,At,4394.598,7744.6172,0.023,False,0.032600000000000004,A,,1680581.9323999998
86,131,217,Rn,3658.566,7744.4037,0.0193,False,0.000593,A,,1680535.6029
87,130,217,Fr,4314.663,7737.775,0.0301,False,2.2e-05,A,,1679097.1749999998
88,129,217,Ra,5889.536,7726.9122,0.0325,False,1.95e-06,A,,1676739.9474
89,128,217,Ac,8702.321,7710.3448,0.0517,False,6.900000000000001e-08,A~100,,1673144.8216
90,127,217,Th,12205.78,7690.5945,0.0489,False,0.000248,A,,1668859.0065000001
91,126,217,Pa,17054.748,7664.6438,0.0576,False,0.0038,A,,1663227.7046
92,125,217,U,22971.0,7634.0,0.0,False,0.00085,A~100,,1656578.0
81,137,218,Tl,23710.0,7672.0,2.0,False,1.0,B- ?,,1672496.0
82,136,218,Pb,15630.0,7705.0,1.0,False,14.8,B-,,1679690.0
83,135,218,Bi,13216.038,7712.828,0.1239,False,33.0,B-,,1681396.5040000002
84,134,218,Po,8356.652,7731.53,0.009,False,185.82,A,,1685473.54
85,133,218,At,8100.218,7729.1175,0.0528,False,1.28,A~100,,1684947.615
86,132,218,Rn,5217.413,7738.7527,0.0106,False,0.03375,A,,1687048.0886
87,131,218,Fr,7059.44,7726.7143,0.0194,False,0.0014,A,,1684423.7174
88,130,218,Ra,6645.556,7725.0241,0.045,False,2.5909999999999998e-05,A,,1684055.2537999998
89,129,218,Ac,10850.845,7702.145,0.2643,False,1e-06,A,,1679067.61
90,128,218,Th,12366.747,7691.6026,0.0482,False,1.22e-07,A,,1676769.3668
91,127,218,Pa,18649.568,7659.1935,0.0819,False,0.000108,A,,1669704.183
92,126,218,U,21894.655,7640.7191,0.0629,False,0.000354,A,,1665676.7638
82,137,219,Pb,20620.0,7684.0,2.0,False,3.0,B- ?,,1682796.0
83,136,219,Bi,16320.0,7700.0,1.0,False,8.7,B-,,1686300.0
84,135,219,Po,12681.361,7713.334,0.0723,False,618.0,B-,,1689220.146
85,134,219,At,10396.021,7720.197,0.0148,False,56.0,A,,1690723.143
86,133,219,Rn,8829.337,7723.7784,0.0096,False,3.96,A,,1691507.4696
87,132,219,Fr,8616.939,7721.1759,0.0314,False,0.0225,A,,1690937.5221
88,131,219,Ra,9393.853,7714.056,0.0311,False,0.009000000000000001,A,,1689378.264
89,130,219,Ac,11569.553,7700.5489,0.2351,False,9.4e-06,A,,1686420.2090999999
90,129,219,Th,14462.78,7683.7655,0.2578,False,1.0229999999999998e-06,A,,1682744.6445000002
91,128,219,Pa,18583.223,7661.3783,0.3183,False,5.6000000000000005e-08,A,,1677841.8477
92,127,219,U,23295.953,7636.2867,0.0609,False,5.9999999999999995e-05,A,,1672346.7873
93,126,219,Np,29436.951,7604.6732,0.4199,False,0.00057,A,,1665423.4308
82,138,220,Pb,24130.0,7670.0,2.0,False,1.0,B- ?,,1687400.0
83,137,220,Bi,20960.0,7681.0,1.0,False,9.5,B-,,1689820.0
84,136,220,Po,15263.462,7703.2244,0.0804,False,10.0,B- ?,,1694709.368
85,135,220,At,14375.748,7703.7033,0.0635,False,222.6,B-,,1694814.726
86,134,220,Rn,10611.994,7717.2552,0.0082,False,55.6,A,,1697796.1439999999
87,133,220,Fr,11482.332,7709.743,0.0183,False,27.4,A~100,,1696143.4600000002
88,132,220,Ra,10272.091,7711.6879,0.0345,False,0.0181,A,,1696571.338
89,131,220,Ac,13743.755,7692.3515,0.0279,False,0.02636,A,,1692317.3299999998
90,130,220,Th,14689.538,7684.4964,0.0622,False,1.0199999999999999e-05,A,,1690589.208
91,129,220,Pa,20278.397,7655.5364,0.0666,False,8.499999999999999e-07,A,,1684218.008
92,128,220,U,23013.0,7640.0,0.0,False,6.000000000000001e-08,A ?,,1680800.0
93,127,220,Np,30475.022,7602.0758,0.1396,False,2.9e-08,A,,1672456.676
83,138,221,Bi,24200.0,7668.0,1.0,False,2.0,B- ?,,1694628.0
84,137,221,Po,19773.757,7684.4814,0.0885,False,132.0,B-,,1698270.3894
85,136,221,At,16782.729,7694.4754,0.0632,False,138.0,B-,,1700479.0634
86,135,221,Rn,14471.354,7701.3941,0.0259,False,1542.0,B-,,1702008.0961000002
87,134,221,Fr,13277.251,7703.2572,0.0221,False,288.06,A~100,,1702419.8412
88,133,221,Ra,12963.877,7701.1352,0.021,False,25.0,A,,1701950.8791999999
89,132,221,Ac,14531.048,7690.5039,0.2575,False,0.052000000000000005,A,,1699601.3619
90,131,221,Th,16939.926,7676.064,0.0362,False,0.00175,A,,1696410.144
91,130,221,Pa,20374.937,7656.9809,0.2687,False,5.9e-06,A,,1692192.7788999998
92,129,221,U,24519.996,7634.6849,0.3264,False,6.6e-07,A~100,,1687265.3629
93,128,221,Np,29910.0,7607.0,1.0,False,3.0000000000000004e-08,A ?,,1681147.0
94,127,221,Pu,35930.0,7576.0,1.0,False,9.999999999999999e-05,A ?,,1674296.0
83,139,222,Bi,28950.0,7648.0,1.0,False,3.0,B- ?,,1697856.0
84,138,222,Po,22486.268,7674.0054,0.1804,False,546.0,B-,,1703629.1988
85,137,222,At,20953.028,7677.3878,0.0713,False,54.0,B-,,1704380.0916000002
86,136,222,Rn,16371.957,7694.4991,0.0088,False,330177.6,A,,1708178.8002
87,135,222,Fr,16378.103,7690.9474,0.0336,False,852.0,B-,,1707390.3228
88,134,222,Ra,14320.205,7696.6931,0.0201,False,33.6,A,,1708665.8682000001
89,133,222,Ac,16621.797,7682.8015,0.0212,False,5.0,A,,1705581.933
90,132,222,Th,17203.039,7676.6592,0.046,False,0.0022400000000000002,A,,1704218.3424
91,131,222,Pa,22064.361,7651.2373,0.3901,False,0.0038,A,,1698574.6805999998
92,130,222,U,24272.834,7637.7651,0.2342,False,4.7e-06,A,,1695583.8521999998
93,129,222,Np,31274.641,7602.7013,0.1714,False,4.800000000000001e-07,A,,1687799.6886
94,128,222,Pu,35060.0,7582.0,1.0,False,9.999999999999999e-06,A ?,,1683204.0
83,140,223,Bi,32240.0,7636.0,2.0,False,1.0,B- ?,,1702828.0
84,139,223,Po,27079.0,7655.0,1.0,False,6.0,B- ?,,1707065.0
85,138,223,At,23428.008,7668.0557,0.0627,False,50.0,B-~100,,1709976.4211
86,137,223,Rn,20389.738,7678.172,0.0351,False,1458.0,B-,,1712232.356
87,136,223,Fr,18382.329,7683.6655,0.0087,False,1320.0,B-~100,,1713457.4065
88,135,223,Ra,17233.245,7685.3101,0.0094,False,988001.28,A,,1713824.1523
89,134,223,Ac,17825.055,7679.1479,0.0312,False,126.0,A~99,,1712449.9817
90,133,223,Th,19385.402,7668.6426,0.0356,False,0.6,A,,1710107.2998
91,132,223,Pa,22337.614,7651.8957,0.3392,False,0.0053,A,,1706372.7411
92,131,223,U,26045.278,7631.7611,0.2648,False,6.5e-05,A,,1701882.7253
93,130,223,Np,30658.583,7607.5654,0.3716,False,2.4999999999999998e-06,A,,1696487.0842000002
94,129,223,Pu,36121.0,7580.0,1.0,False,9.999999999999999e-06,A ?,,1690340.0
95,128,223,Am,42700.0,7547.0,1.0,False,0.01,A~100,,1682981.0
83,141,224,Bi,37070.0,7616.0,2.0,False,1.0,B- ?,,1705984.0
84,140,224,Po,29910.0,7644.0,1.0,False,180.0,B- ?,,1712256.0
85,139,224,At,27711.018,7650.7354,0.0998,False,150.0,B-,,1713764.7296
86,138,224,Rn,22445.098,7670.7514,0.0438,False,6420.0,B-,,1718248.3136
87,137,224,Fr,21748.614,7670.368,0.0499,False,199.8,B-,,1718162.432
88,136,224,Ra,18825.832,7679.9236,0.0081,False,313770.24,A,,1720302.8864
89,135,224,Ac,20234.148,7670.1438,0.0183,False,10008.0,B+,,1718112.2112
90,134,224,Th,19995.581,7667.7162,0.0429,False,1.04,A,,1717568.4287999999
91,133,224,Pa,23862.351,7646.9612,0.0339,False,0.844,A~100,,1712919.3088
92,132,224,U,25742.69,7635.0742,0.0681,False,0.000396,A,,1710256.6208
93,131,224,Np,32032.248,7603.5032,0.1291,False,4.8e-05,A,,1703184.7168
94,130,224,Pu,35280.0,7586.0,1.0,False,9.999999999999999e-06,A ?,,1699264.0
95,129,224,Am,43260.0,7546.0,2.0,False,0.001,A ?,,1690304.0
84,141,225,Po,34580.0,7626.0,1.0,False,10.0,B- ?,,1715850.0
85,140,225,At,30300.0,7641.0,1.0,False,3.0,B- ?,,1719225.0
86,139,225,Rn,26534.143,7654.3581,0.0495,False,279.6,B-,,1722230.5725
87,138,225,Fr,23820.602,7662.9412,0.0532,False,237.0,B-,,1724161.77
88,137,225,Ra,21993.044,7667.5866,0.0115,False,1280448.0,B-,,1725206.9849999999
89,136,225,Ac,21637.305,7665.6906,0.0211,False,857001.6000000001,A,,1724780.385
90,135,225,Th,22310.193,7659.2229,0.0226,False,525.0,A~90,,1723325.1524999999
91,134,225,Pa,24356.64,7646.6504,0.3639,False,1.71,A,,1720496.34
92,133,225,U,27372.001,7629.7717,0.0442,False,0.062,A,,1716698.6325
93,132,225,Np,31618.098,7607.4231,0.4072,False,0.006500000000000001,A,,1711670.1975
94,131,225,Pu,36300.0,7583.0,1.0,False,9.999999999999999e-05,A ?,,1706175.0
95,130,225,Am,42390.0,7553.0,2.0,False,9.999999999999999e-05,A ?,,1699425.0
84,142,226,Po,37549.0,7614.0,2.0,False,60.0,B- ?,,1720764.0
85,141,226,At,34660.0,7624.0,1.0,False,420.0,B- ?,,1723024.0
86,140,226,Rn,28747.194,7646.4108,0.0464,False,444.0,B-,,1728088.8408
87,139,226,Fr,27520.539,7648.3768,0.0276,False,48.5,B-,,1728533.1568
88,138,226,Ra,23667.576,7661.9636,0.0085,False,50496000000.0,A,,1731603.7736
89,137,226,Ac,24309.201,7655.6628,0.0137,False,105732.0,B-,,1730179.7928
90,136,226,Th,23197.649,7657.1195,0.0198,False,1842.0,A,,1730509.007
91,135,226,Pa,26033.6,7641.1093,0.0496,False,108.0,A,,1726890.7018
92,134,226,U,27328.797,7631.9166,0.049,False,0.269,A,,1724813.1516
93,133,226,Np,32816.877,7604.1714,0.4516,False,0.035,A,,1718542.7364
94,132,226,Pu,35630.0,7588.0,1.0,False,0.01,A ?,,1714888.0
95,131,226,Am,42970.0,7552.0,1.0,False,9.999999999999999e-05,A ?,,1706752.0
84,143,227,Po,42281.0,7596.0,2.0,False,2.0,B- ?,,1724292.0
85,142,227,At,37430.0,7613.0,1.0,False,5.0,B- ?,,1728151.0
86,141,227,Rn,32885.835,7630.0508,0.0621,False,20.2,B-,,1732021.5316
87,140,227,Fr,29682.445,7640.7162,0.026,False,148.20000000000002,B-,,1734442.5774
88,139,227,Ra,27177.464,7648.3048,0.0086,False,2532.0,B-,,1736165.1896
89,138,227,Ac,25849.515,7650.7084,0.0085,False,687124320.0,B-,,1736710.8068000001
90,137,227,Th,25804.759,7647.4591,0.0092,False,1615075.2000000002,A,,1735973.2157
91,136,227,Pa,26830.371,7639.4945,0.032,False,2298.0,A,,1734165.2515
92,135,227,U,29045.034,7626.2918,0.0375,False,66.0,A,,1731168.2386
93,134,227,Np,32579.018,7607.2771,0.3392,False,0.51,A~100,,1726851.9017
94,133,227,Pu,36770.0,7585.0,0.0,False,2.0,A ?,,1721795.0
95,132,227,Am,42180.0,7558.0,1.0,False,0.02,A ?,,1715666.0
85,143,228,At,41880.0,7596.0,2.0,False,60.0,B- ?,,1731888.0
86,142,228,Rn,35243.466,7621.6457,0.0775,False,65.0,B-,,1737735.2196
87,141,228,Fr,33384.221,7626.3689,0.0295,False,38.0,B-,,1738812.1092
88,140,228,Ra,28940.194,7642.4289,0.0088,False,181470000.0,B-,,1742473.7892
89,139,228,Ac,28894.654,7639.1973,0.0092,False,22140.0,B-,,1741736.9844
90,138,228,Th,26770.899,7645.0807,0.0079,False,60358500.0,A,,1743078.3996000001
91,137,228,Pa,28923.599,7632.2076,0.019,False,79200.0,B+,,1740143.3328
92,136,228,U,29220.001,7627.4763,0.0591,False,546.0,A,,1739064.5964000002
93,135,228,Np,33825.0,7604.0,0.0,False,61.4,EC,,1733712.0
94,134,228,Pu,36107.809,7590.4039,0.1024,False,2.1,A~100,,1730612.0892
95,133,228,Am,42850.0,7557.0,1.0,False,0.1,A ?,,1722996.0
85,144,229,At,44890.0,7585.0,2.0,False,1.0,B- ?,,1736965.0
86,143,229,Rn,39362.4,7605.6227,0.0569,False,11.9,B-,,1741687.5983
87,142,229,Fr,35668.253,7618.338,0.0218,False,50.2,B-,,1744599.402
88,141,229,Ra,32561.963,7628.4862,0.0674,False,240.0,B-,,1746923.3398
